"EPCI_EPT","VAR","loc","fra","b100","TYPO_FREI","LIB_VAR_SH","LIB_VAR_LG","Unite","Source"
"200000628","equ3",16.7311080447879,22.2349902842897,75.2467522174247,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200000800","fam1",6.51083658477926,8.25737634480974,78.8487324896086,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200000800","fam3",4.73309586633536,5.75743633022631,82.2083926744755,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200000800","emp2",30.29,30.12,100.564409030544,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200000800","for2",63.1240487652177,52.0625664729728,121.246517491579,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200000800","equ1",32.9,40.7,80.8353808353808,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200000800","equ2",19.9214684768413,19.6444005479683,101.410416816724,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200000800","equ3",21.8016133012543,22.2349902842897,98.0509234432111,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200000925","fam1",6.5429110440126,8.25737634480974,79.2371665138554,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200000925","fam3",6.25738362742217,5.75743633022631,108.683505444449,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200000925","emp2",52.75,30.12,175.132802124834,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200000925","for2",54.0951078303522,52.0625664729728,103.904036037936,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200000925","equ1",20.3,40.7,49.8771498771499,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200000925","equ2",24.367882211446,19.6444005479683,124.044926450893,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200000925","equ3",26.4098000554915,22.2349902842897,118.775856062108,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200000933","fam1",6.8444518717615,8.25737634480974,82.8889417891635,"FAV","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200000933","fam3",3.54944271275885,5.75743633022631,61.6497084670206,"FAV","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200000933","emp2",38.32,30.12,127.224435590969,"FAV","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200000933","for2",67.0890941284699,52.0625664729728,128.862441238462,"FAV","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200000933","equ1",35.9,40.7,88.2063882063882,"FAV","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200000933","equ2",28.5796429466794,19.6444005479683,145.484932853475,"FAV","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200000933","equ3",17.8441131725456,22.2349902842897,80.2523992338036,"FAV","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200004802","fam1",7.0603281978103,8.25737634480974,85.5032870367856,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200004802","fam3",4.12600585605066,5.75743633022631,71.6639424111265,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200004802","emp2",36.68,30.12,121.779548472776,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200004802","for2",47.4709286861226,52.0625664729728,91.1805389209273,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200004802","equ1",55.5,40.7,136.363636363636,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200004802","equ2",18.2267262850864,19.6444005479683,92.7833162461731,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200004802","equ3",30.3635062551326,22.2349902842897,136.557317394405,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200005932","fam1",6.50349804638281,8.25737634480974,78.7598599701787,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200005932","fam3",5.37498416946044,5.75743633022631,93.3572489762845,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200005932","emp2",38.96,30.12,129.349269588313,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200005932","for2",50.9508556077024,52.0625664729728,97.8646637294618,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200005932","equ1",29.7,40.7,72.972972972973,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200005932","equ2",20.6736158037423,19.6444005479683,105.239229638293,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200005932","equ3",26.0216702285597,22.2349902842897,117.030274786967,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200005957","fam1",7.70509598568271,8.25737634480974,93.3116726661711,"DEGP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200005957","fam3",7.518468284137,5.75743633022631,130.58708516958,"DEGP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200005957","emp2",53.2,30.12,176.626826029216,"DEGP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200005957","for2",68.0228092382042,52.0625664729728,130.655889339449,"DEGP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200005957","equ1",43.8,40.7,107.616707616708,"DEGP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200005957","equ2",39.4388718804209,19.6444005479683,200.763936695945,"DEGP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200005957","equ3",21.9520192704013,22.2349902842897,98.727361648148,"DEGP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200006682","fam1",6.5064633389174,8.25737634480974,78.7957708020309,"FAV","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200006682","fam3",4.66580595049403,5.75743633022631,81.0396447807635,"FAV","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200006682","emp2",30.6,30.12,101.593625498008,"FAV","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200006682","for2",56.9645202965253,52.0625664729728,109.4155055266,"FAV","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200006682","equ1",24.4,40.7,59.95085995086,"FAV","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200006682","equ2",26.0655150200926,19.6444005479683,132.686741733071,"FAV","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200006682","equ3",14.7946254961806,22.2349902842897,66.5375847122985,"FAV","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200006716","fam1",8.17502084666484,8.25737634480974,99.0026432766787,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200006716","fam3",6.78428871617899,5.75743633022631,117.835236502082,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200006716","emp2",32.52,30.12,107.96812749004,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200006716","for2",64.6501344535341,52.0625664729728,124.177770773356,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200006716","equ1",41.2,40.7,101.228501228501,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200006716","equ2",21.8903414550812,19.6444005479683,111.432982653906,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200006716","equ3",21.4280136341892,22.2349902842897,96.3706903408423,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200006930","fam1",4.79598845090314,8.25737634480974,58.0812627477941,"FAVP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200006930","fam3",3.88765912954715,5.75743633022631,67.5241358577791,"FAVP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200006930","emp2",30.78,30.12,102.191235059761,"FAVP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200006930","for2",61.3218707145723,52.0625664729728,117.78495542744,"FAVP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200006930","equ1",36.6,40.7,89.9262899262899,"FAVP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200006930","equ2",28.6468832977658,19.6444005479683,145.827220473412,"FAVP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200006930","equ3",13.350367498687,22.2349902842897,60.042155755381,"FAVP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200006971","fam1",6.59658722961583,8.25737634480974,79.8872057437734,"FAV","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200006971","fam3",4.65927453664849,5.75743633022631,80.9262016878498,"FAV","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200006971","emp2",30.67,30.12,101.826029216467,"FAV","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200006971","for2",67.5042008816491,52.0625664729728,129.659764116109,"FAV","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200006971","equ1",32.2,40.7,79.1154791154791,"FAV","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200006971","equ2",34.5862332978304,19.6444005479683,176.06153577136,"FAV","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200006971","equ3",14.6616255763948,22.2349902842897,65.9394287514219,"FAV","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200007052","fam1",5.51535217363962,8.25737634480974,66.7930338079643,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200007052","fam3",2.02233924470331,5.75743633022631,35.1256901285405,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200007052","emp2",39.89,30.12,132.436918990704,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200007052","for2",69.4986149007729,52.0625664729728,133.490566464586,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200007052","equ1",30.5,40.7,74.9385749385749,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200007052","equ2",41.7608976524481,19.6444005479683,212.584230048024,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200007052","equ3",25.6909887796954,22.2349902842897,115.543062763772,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200007177","fam1",5.83807415986411,8.25737634480974,70.7013210501625,"DEGP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200007177","fam3",5.10807614531368,5.75743633022631,88.7213657665041,"DEGP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200007177","emp2",45.51,30.12,151.09561752988,"DEGP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200007177","for2",66.2124793436723,52.0625664729728,127.178669491918,"DEGP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200007177","equ1",44.9,40.7,110.31941031941,"DEGP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200007177","equ2",60.6412211276184,19.6444005479683,308.694688746256,"DEGP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200007177","equ3",25.588550814007,22.2349902842897,115.082356622781,"DEGP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200010650","fam1",7.39596013755409,8.25737634480974,89.5679187760759,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200010650","fam3",5.50802888148568,5.75743633022631,95.6680815134464,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200010650","emp2",37.62,30.12,124.900398406374,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200010650","for2",58.0178068336122,52.0625664729728,111.438622342467,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200010650","equ1",32.9,40.7,80.8353808353808,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200010650","equ2",32.9144439534259,19.6444005479683,167.551276879406,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200010650","equ3",16.4938421197157,22.2349902842897,74.1796686611083,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200010700","fam1",6.70948130355193,8.25737634480974,81.2543963527743,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200010700","fam3",7.07028821394595,5.75743633022631,122.802716494271,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200010700","emp2",51.43,30.12,170.750332005312,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200010700","for2",62.2476685854704,52.0625664729728,119.563196366405,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200010700","equ1",33.5,40.7,82.3095823095823,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200010700","equ2",29.8097248645913,19.6444005479683,151.746676065788,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200010700","equ3",19.4129101675167,22.2349902842897,87.3079318646389,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200011773","fam1",9.08798996500761,8.25737634480974,110.059050060374,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200011773","fam3",5.37188538352217,5.75743633022631,93.3034266539776,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200011773","emp2",28.55,30.12,94.7875166002656,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200011773","for2",51.0653767060206,52.0625664729728,98.0846319447777,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200011773","equ1",58.8,40.7,144.471744471744,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200011773","equ2",17.1199577593255,19.6444005479683,87.1493009803048,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200011773","equ3",14.9037228058223,22.2349902842897,67.0282406930156,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200011781","fam1",5.3169479896172,8.25737634480974,64.3902829130372,"DEGP","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200011781","fam3",3.82226273214324,5.75743633022631,66.3882761859911,"DEGP","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200011781","emp2",47.97,30.12,159.262948207171,"DEGP","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200011781","for2",61.6506247116107,52.0625664729728,118.416414879615,"DEGP","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200011781","equ1",47.3,40.7,116.216216216216,"DEGP","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200011781","equ2",28.7287045811046,19.6444005479683,146.243732461848,"DEGP","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200011781","equ3",25.2280324841248,22.2349902842897,113.460955734934,"DEGP","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200013050","fam1",6.24548981411305,8.25737634480974,75.6352811512427,"MOY","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200013050","fam3",4.27295451862014,5.75743633022631,74.2162704637704,"MOY","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200013050","emp2",44.44,30.12,147.543160690571,"MOY","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200013050","for2",60.9165504846878,52.0625664729728,117.006430169576,"MOY","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200013050","equ1",40.7,40.7,100,"MOY","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200013050","equ2",41.054053192319,19.6444005479683,208.986031882582,"MOY","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200013050","equ3",19.1997053503241,22.2349902842897,86.349061118726,"MOY","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200015162","fam1",7.15233144895856,8.25737634480974,86.6174817556213,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200015162","fam3",2.95454608082156,5.75743633022631,51.3170430615153,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200015162","emp2",36.41,30.12,120.883134130146,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
"200015162","for2",52.9585550035898,52.0625664729728,101.720984175995,"DEG","Femmes peu diplômées","Part des femmes sans diplôme ou titulaires d'un diplôme inférieur au niveau BAC","%","Insee-RP 2017"
"200015162","equ1",76.1,40.7,186.977886977887,"DEG","Accueil des jeunes enfants","Part des enfants de moins de 3 ans n'ayant théoriquement pas de place d'accueil","pour 100 enfants","CAF 2018"
"200015162","equ2",40.8511567854162,19.6444005479683,207.95318587434,"DEG","Éloignement de l'école","Part des 6-10 ans scolarisés hors de leur commune de résidence","%","Insee-RP 2017"
"200015162","equ3",26.3570085868011,22.2349902842897,118.538430868683,"DEG","Distance au travail","Temps moyen de trajet domicile-travail des femmes","min.","Insee-RP 2017, Insee-METRIC 2019"
"200016905","fam1",4.61005327902015,8.25737634480974,55.8295163804403,"DEG","Familles monoparentales","Part des familles monoparentales parmi l'ensemble des ménages","%","Insee-RP 2017"
"200016905","fam3",4.3682434546399,5.75743633022631,75.8713289056588,"DEG","Familles nombreuses","Part des ménages avec 3 enfants ou plus","%","Insee-RP 2017"
"200016905","emp2",39.62,30.12,131.540504648074,"DEG","Non-mixité de l'offre d'emploi","Indice de ségrégation femmes / hommes des secteurs d'activité","%","Insee-RP 2017"
