"EPCI_EPT","SEXE","VAR","loc","fra","fras","b100","diffFH","TYPO_IPCE","TYPO_INEG2","LIB_VAR_SH","LIB_VAR_LG","Unite","Source"
"200000438","SEXE2","emp4",16.7031444506585,14.1614302023997,14.1614302023997,117.948146563814,42.7914359198459,"MOY","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000438","SEXE2","for3",16.321984039575,17.3162450032199,16.1857239782648,94.2582184332686,13.4737695509565,"MOY","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000545","SEXE1","fam2",7.0674929327774,11.5151938716949,5.85548348230296,61.3753707625347,75.3459103588619,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000545","SEXE1","emp1",20.066038109858,14.4572436305488,13.110107623558,138.795738818827,48.9804944888211,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000545","SEXE1","emp3",7.26794263177439,26.5788254789601,8.32255736171783,27.3448600560913,66.1817855305492,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000545","SEXE1","emp4",13.4879295557867,14.1614302023997,12.1260509332014,95.2441198594555,21.1917311757147,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000545","SEXE1","for3",22.5503204668589,17.3162450032199,17.3162450032199,130.226388357671,27.0765630957633,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000545","SEXE2","fam2",15.7437205849938,11.5151938716949,11.5151938716949,136.721281121397,75.3459103588619,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000545","SEXE2","emp1",27.1472675295544,14.4572436305488,14.4572436305488,187.776233307648,48.9804944888211,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000545","SEXE2","emp3",24.8582839067987,26.5788254789601,26.5788254789601,93.5266455866405,66.1817855305492,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000545","SEXE2","emp4",16.4889817749157,14.1614302023997,14.1614302023997,116.43585103517,21.1917311757147,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000545","SEXE2","for3",27.2389644709727,17.3162450032199,16.1857239782648,157.302951453434,27.0765630957633,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000628","SEXE1","fam2",6.42379636081267,11.5151938716949,5.85548348230296,55.7853947783094,112.6789611366,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000628","SEXE1","emp1",14.843685426339,14.4572436305488,13.110107623558,102.672997741932,44.8490134771779,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000628","SEXE1","emp3",7.30717548232886,26.5788254789601,8.32255736171783,27.4924694776797,95.8307205076058,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000628","SEXE1","emp4",15.0665592866396,14.1614302023997,12.1260509332014,106.391508988171,9.3074120120968,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000628","SEXE1","for3",23.2530825495892,17.3162450032199,17.3162450032199,134.284786021827,21.7067692359867,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000628","SEXE2","fam2",19.3989971883039,11.5151938716949,11.5151938716949,168.46435591491,112.6789611366,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000628","SEXE2","emp1",21.3276165706323,14.4572436305488,14.4572436305488,147.52201121911,44.8490134771779,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000628","SEXE2","emp3",32.7778554412754,26.5788254789601,26.5788254789601,123.323189985285,95.8307205076058,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000628","SEXE2","emp4",16.3846219423825,14.1614302023997,14.1614302023997,115.698921000268,9.3074120120968,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000628","SEXE2","for3",27.0118798927762,17.3162450032199,16.1857239782648,155.991555257814,21.7067692359867,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000800","SEXE1","fam2",7.28092362401488,11.5151938716949,5.85548348230296,63.2288410003404,12.6004838610682,"MOY","Q2","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000800","SEXE1","emp1",12.0697551841573,14.4572436305488,13.110107623558,83.4858669646636,1.21722253943992,"MOY","Q2","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000800","SEXE1","emp3",7.40446272634223,26.5788254789601,8.32255736171783,27.8585023713844,68.2857035682007,"MOY","Q2","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000800","SEXE1","emp4",9.4807498121213,14.1614302023997,12.1260509332014,66.9476859089753,34.9600975994831,"MOY","Q2","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000800","SEXE1","for3",20.9395790557587,17.3162450032199,17.3162450032199,120.924479018777,25.874133386396,"MOY","Q2","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000800","SEXE2","fam2",8.7318937693885,11.5151938716949,11.5151938716949,75.8293248614086,12.6004838610682,"MOY","Q2","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000800","SEXE2","emp1",12.2457320122101,14.4572436305488,14.4572436305488,84.7030895041035,1.21722253943992,"MOY","Q2","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000800","SEXE2","emp3",25.5540007048143,26.5788254789601,26.5788254789601,96.1442059395851,68.2857035682007,"MOY","Q2","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000800","SEXE2","emp4",14.4315996323629,14.1614302023997,14.1614302023997,101.907783508458,34.9600975994831,"MOY","Q2","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000800","SEXE2","for3",16.4591507261104,17.3162450032199,16.1857239782648,95.0503456323808,25.874133386396,"MOY","Q2","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000925","SEXE1","fam2",2.15378948154304,11.5151938716949,5.85548348230296,18.7038924879693,38.0481021845981,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000925","SEXE1","emp1",8.69172787267603,14.4572436305488,13.110107623558,60.1202282730438,0.450025456551209,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000925","SEXE1","emp3",4.5858637162163,26.5788254789601,8.32255736171783,17.2538237998759,82.3921331432594,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000925","SEXE1","emp4",7.19326318911673,14.1614302023997,12.1260509332014,50.7947508571403,19.7917397217175,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000925","SEXE1","for3",14.7575062289776,17.3162450032199,17.3162450032199,85.2234778742936,19.4564924285961,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000925","SEXE2","fam2",6.53510221260008,11.5151938716949,11.5151938716949,56.7519946725674,38.0481021845981,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000925","SEXE2","emp1",8.75678914932912,14.4572436305488,14.4572436305488,60.570253729595,0.450025456551209,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000925","SEXE2","emp3",26.4847249927557,26.5788254789601,26.5788254789601,99.6459569431353,82.3921331432594,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000925","SEXE2","emp4",9.99605659564836,14.1614302023997,14.1614302023997,70.5864905788578,19.7917397217175,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000925","SEXE2","for3",11.388372331009,17.3162450032199,16.1857239782648,65.7669854456975,19.4564924285961,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000933","SEXE1","fam2",4.85620310166462,11.5151938716949,5.85548348230296,42.1721349703152,56.5201914683357,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000933","SEXE1","emp1",10.8006993090285,14.4572436305488,13.110107623558,74.7078736793651,16.5127374307258,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000933","SEXE1","emp3",7.32459125305563,26.5788254789601,8.32255736171783,27.5579944601156,74.7951266682474,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000933","SEXE1","emp4",13.9218095567484,14.1614302023997,12.1260509332014,98.307934705559,0.688651785558051,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000933","SEXE1","for3",19.4948553349075,17.3162450032199,17.3162450032199,112.581309234666,4.10454257089046,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200000933","SEXE2","fam2",11.3646127258966,11.5151938716949,11.5151938716949,98.6923264386509,56.5201914683357,"MOY","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200000933","SEXE2","emp1",13.1879859894613,14.4572436305488,14.4572436305488,91.2206111100909,16.5127374307258,"MOY","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200000933","SEXE2","emp3",27.2042574369763,26.5788254789601,26.5788254789601,102.353121128363,74.7951266682474,"MOY","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200000933","SEXE2","emp4",14.0193324986978,14.1614302023997,14.1614302023997,98.9965864911171,0.688651785558051,"MOY","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200000933","SEXE2","for3",18.7841026870706,17.3162450032199,16.1857239782648,108.476766663776,4.10454257089046,"MOY","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200004802","SEXE1","fam2",5.9431216796566,11.5151938716949,5.85548348230296,51.6111300068096,63.5768641031045,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200004802","SEXE1","emp1",11.6485676481754,14.4572436305488,13.110107623558,80.5725347504098,12.6876799873783,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200004802","SEXE1","emp3",7.47606214040488,26.5788254789601,8.32255736171783,28.1278875408658,78.1088184290265,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200004802","SEXE1","emp4",7.58350894706773,14.1614302023997,12.1260509332014,53.5504453906266,44.4605871029528,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200004802","SEXE1","for3",19.9154277846561,17.3162450032199,17.3162450032199,115.010083196172,8.34091971471619,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200004802","SEXE2","fam2",13.2641208386731,11.5151938716949,11.5151938716949,115.187994109914,63.5768641031045,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200004802","SEXE2","emp1",13.482856455015,14.4572436305488,14.4572436305488,93.2602147377881,12.6876799873783,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200004802","SEXE2","emp3",28.2364686743337,26.5788254789601,26.5788254789601,106.236705969892,78.1088184290265,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200004802","SEXE2","emp4",13.8797639572295,14.1614302023997,14.1614302023997,98.0110324935794,44.4605871029528,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200004802","SEXE2","for3",18.471093691334,17.3162450032199,16.1857239782648,106.669163481455,8.34091971471619,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200005932","SEXE1","fam2",2.12824902048997,11.5151938716949,5.85548348230296,18.4820945630916,39.3501355621412,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200005932","SEXE1","emp1",9.20488508211813,14.4572436305488,13.110107623558,63.6697099208302,9.27619680599433,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200005932","SEXE1","emp3",6.08846882730251,26.5788254789601,8.32255736171783,22.9072154904744,73.2383193563802,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200005932","SEXE1","emp4",7.90492814366942,14.1614302023997,12.1260509332014,55.8201257266369,13.2034980793821,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200005932","SEXE1","for3",15.5227551123524,17.3162450032199,17.3162450032199,89.6427320672927,28.3714126419127,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200005932","SEXE2","fam2",6.65949341924527,11.5151938716949,11.5151938716949,57.8322301252328,39.3501355621412,"FAVP","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200005932","SEXE2","emp1",7.86380271022635,14.4572436305488,14.4572436305488,54.3935131148359,9.27619680599433,"FAVP","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200005932","SEXE2","emp3",25.5543539127583,26.5788254789601,26.5788254789601,96.1455348468546,73.2383193563802,"FAVP","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200005932","SEXE2","emp4",9.77473230845629,14.1614302023997,14.1614302023997,69.0236238060189,13.2034980793821,"FAVP","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200005932","SEXE2","for3",10.6098917884043,17.3162450032199,16.1857239782648,61.27131942538,28.3714126419127,"FAVP","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200005957","SEXE1","fam2",5.75786920435734,11.5151938716949,5.85548348230296,50.0023644283626,88.214186864081,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200005957","SEXE1","emp1",14.6504139378346,14.4572436305488,13.110107623558,101.336148938361,35.4902852052931,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200005957","SEXE1","emp3",8.79488551150891,26.5788254789601,8.32255736171783,33.0898200090556,94.9274197994407,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200005957","SEXE1","emp4",14.3666107194638,14.1614302023997,12.1260509332014,101.44886861095,66.394097952666,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200005957","SEXE1","for3",20.4966931206276,17.3162450032199,17.3162450032199,118.366846373543,18.9449344779351,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200005957","SEXE2","fam2",15.9159038440955,11.5151938716949,11.5151938716949,138.216551292444,88.214186864081,"DEGP","Q5","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200005957","SEXE2","emp1",19.7813309351405,14.4572436305488,14.4572436305488,136.826434143654,35.4902852052931,"DEGP","Q5","Chômage","Taux de chômage","%","Insee-RP 2017"
"200005957","SEXE2","emp3",34.0254787516821,26.5788254789601,26.5788254789601,128.017239808496,94.9274197994407,"DEGP","Q5","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200005957","SEXE2","emp4",23.7689645595434,14.1614302023997,14.1614302023997,167.842966563616,66.394097952666,"DEGP","Q5","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200005957","SEXE2","for3",23.7772443905263,17.3162450032199,16.1857239782648,137.311780851478,18.9449344779351,"DEGP","Q5","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006682","SEXE1","fam2",3.95966246235715,11.5151938716949,5.85548348230296,34.386415951626,40.4807380933131,"FAV","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006682","SEXE1","emp1",9.53828711340192,14.4572436305488,13.110107623558,65.9758343786023,12.4069803825019,"FAV","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006682","SEXE1","emp3",7.52732437129214,26.5788254789601,8.32255736171783,28.3207562247278,70.0413187051079,"FAV","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200006682","SEXE1","emp4",11.0023537532014,14.1614302023997,12.1260509332014,77.6923912059183,25.1370925603005,"FAV","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200006682","SEXE1","for3",16.1120695716547,17.3162450032199,17.3162450032199,93.0459783206967,7.93723434929541,"FAV","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006682","SEXE2","fam2",8.62109793449519,11.5151938716949,11.5151938716949,74.8671540449392,40.4807380933131,"FAV","Q3","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006682","SEXE2","emp1",11.3319944944946,14.4572436305488,14.4572436305488,78.3828147611042,12.4069803825019,"FAV","Q3","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006682","SEXE2","emp3",26.143484233085,26.5788254789601,26.5788254789601,98.3620749298357,70.0413187051079,"FAV","Q3","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200006682","SEXE2","emp4",14.562125571041,14.1614302023997,14.1614302023997,102.829483766219,25.1370925603005,"FAV","Q3","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200006682","SEXE2","for3",14.737638625251,17.3162450032199,16.1857239782648,85.1087439714013,7.93723434929541,"FAV","Q3","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006716","SEXE1","fam2",11.0654257406897,11.5151938716949,5.85548348230296,96.0941332293962,13.1787935757848,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006716","SEXE1","emp1",13.8050387934915,14.4572436305488,13.110107623558,95.488733165711,24.4156026579608,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006716","SEXE1","emp3",4.49909553159732,26.5788254789601,8.32255736171783,16.9273677467758,56.4476299264781,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200006716","SEXE1","emp4",8.00908255173319,14.1614302023997,12.1260509332014,56.5556051702747,47.6584564801496,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200006716","SEXE1","for3",28.0550296782134,17.3162450032199,17.3162450032199,162.015666058066,51.2385200596407,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006716","SEXE2","fam2",12.5829893708918,11.5151938716949,11.5151938716949,109.272926805181,13.1787935757848,"MOY","Q4","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006716","SEXE2","emp1",17.3348619536197,14.4572436305488,14.4572436305488,119.904335823672,24.4156026579608,"MOY","Q4","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006716","SEXE2","emp3",19.5022125767652,26.5788254789601,26.5788254789601,73.3749976732539,56.4476299264781,"MOY","Q4","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200006716","SEXE2","emp4",14.7582016017106,14.1614302023997,14.1614302023997,104.214061650424,47.6584564801496,"MOY","Q4","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200006716","SEXE2","for3",19.182442008662,17.3162450032199,16.1857239782648,110.777145998426,51.2385200596407,"MOY","Q4","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006930","SEXE1","fam2",11.2657584805447,11.5151938716949,5.85548348230296,97.833858518324,7.25914844062191,"MOY","Q1","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006930","SEXE1","emp1",10.1471628874667,14.4572436305488,13.110107623558,70.1873963445233,1.20013416962456,"MOY","Q1","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006930","SEXE1","emp3",8.96154544333175,26.5788254789601,8.32255736171783,33.7168602518788,67.1132530019302,"MOY","Q1","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
"200006930","SEXE1","emp4",10.3026881911431,14.1614302023997,12.1260509332014,72.7517492505618,21.6649456698754,"MOY","Q1","Contrats précaires","Part des résidents salariés en contrat précaire (hors apprentissage et stages rémunérés)","%","Insee-RP 2017"
"200006930","SEXE1","for3",13.2658333933559,17.3162450032199,17.3162450032199,76.6091805174222,17.8438330651548,"MOY","Q1","Jeunes non insérés","Part des 15-24 ans ni en emploi, ni en études, ni en formation","%","Insee-RP 2017"
"200006930","SEXE2","fam2",12.1016634969164,11.5151938716949,11.5151938716949,105.093006958946,7.25914844062191,"MOY","Q1","Inactivité","Part des inactifs parmi les 15-64 ans (hors étudiants et retraités)","%","Insee-RP 2017"
"200006930","SEXE2","emp1",10.3206692082627,14.4572436305488,14.4572436305488,71.3875305141479,1.20013416962456,"MOY","Q1","Chômage","Taux de chômage","%","Insee-RP 2017"
"200006930","SEXE2","emp3",26.7994598319678,26.5788254789601,26.5788254789601,100.830113253809,67.1132530019302,"MOY","Q1","Temps partiel","Part des résidents travaillant à temps partiel","%","Insee-RP 2017"
